,Company,Rating,No_of_ratings,Review,Size,Processor,RAM,Memory,OpSys,Price,MRP,ImgURL
204,ASUS,4.5,127,7,40.0,Intel Core i5 Processor (10th Gen),8,1 TB SSD,64 bit Windows 11 ,65990,84990,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70
205,ASUS,4.5,126,15,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,Windows 11 ,82990,103990,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/computer/q/u/u/-original-imagfhpzry32pdyg.jpeg?q=70
206,HP,4.9,7,0,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,71990,84834,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/e/s/14-ek0092tu-thin-and-light-laptop-hp-original-imaghubrzsyhm6wf.jpeg?q=70
207,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
208,acer,3.9,9,1,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,77990,109999,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70
209,HP,4.3,28,2,36.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,56990,71766,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
210,MSI,4.253596614950631,2841,241,36.0,Intel Core i3 Processor (13th Gen),8,512 GB SSD,Windows 11 ,51990,60990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/c/t/-original-imagnqmw7fsskcr8.jpeg?q=70
211,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
212,APPLE,4.253596614950631,2841,241,35.0,Apple M2 Processor,8,512 GB SSD,Mac OS ,139000,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70
213,ASUS,4.5,19,1,40.0,Get unparalleled power and reliability with the new Intel 12th Gen CPU,8,Light Laptop without Optical Disk Drive,Stylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military-grade durability,68990,85990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70
214,ASUS,4.253596614950631,2841,241,40.0,AMD Ryzen 7 Octa Core Processor,16,1 TB SSD,64 bit Windows 11 ,137990,194990,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/t/z/j/-original-imagckcfkvspp9ga.jpeg?q=70
215,Lenovo,4.253596614950631,2841,241,36.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,97890,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/x/14alc7-thin-and-light-laptop-lenovo-original-imaggujjhgppfkfg.jpeg?q=70
216,Lenovo,4.3,760,76,36.0,Intel Core i3 Processor (10th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,50290,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/6/b/-original-imagmmn7bvjgtthg.jpeg?q=70
217,ASUS,4.5,5181,566,40.0,Intel Core i5 Processor (10th Gen),8,512 GB SSD,64 bit Windows 10 ,59990,81990,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70
218,ASUS,5.0,6,0,40.0,AMD Ryzen 7 Octa Core Processor,16,1 TB SSD,64 bit Windows 11 ,146990,176990,https://rukminim1.flixcart.com/image/312/312/koad9jk0/computer/u/r/2/na-gaming-laptop-asus-original-imag2sc5zgzhcsjd.jpeg?q=70
219,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
220,HP,4.3,43,5,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,74990,83710,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
221,GIGABYTE,4.253596614950631,2841,241,40.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,149990,163953,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/5/m/aero-5-ke4-72in614so-gaming-laptop-gigabyte-original-imagk2b6hvt5bpdw.jpeg?q=70
222,Infinix,4.1,508,83,36.0,Intel Core i5 Processor (10th Gen),16,512 GB SSD,64 bit Windows 11 ,38990,64999,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/6/7/9/-original-imagf39qzkzncyvh.jpeg?q=70
223,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
224,HP,4.4,580,73,36.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 10 ,56500,67300,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/m/4/g/na-thin-and-light-laptop-hp-original-imag69rnjkctnzhy.jpeg?q=70
225,DELL,4.7,3,0,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,63890,91292,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
226,HP,4.5,6,0,40.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,Windows 11 ,108990,127251,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70
227,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
228,ASUS,4.1,24,3,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,79990,98990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/g/p/-original-imaggskghfjzams4.jpeg?q=70
229,ASUS,4.253596614950631,2841,241,40.0,AMD Ryzen 9 Octa Core Processor,16,1 TB SSD,64 bit Windows 11 ,177990,239990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/g/9/-original-imaggjqyfupmuew7.jpeg?q=70
230,ASUS,4.8,5,1,40.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,149990,188990,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70
231,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
232,ASUS,4.2,26,2,40.0,Intel Celeron Dual Core Processor,4,29.46 cm (11.6 Inch) Display,64 bit Windows 11 ,18990,27990,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/e/x/m/-original-imageuecggrzczd5.jpeg?q=70
233,ASUS,4.4,73,9,34.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,74999,95000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/z/h/h/-original-imaggugb4zvazpzf.jpeg?q=70
234,Lenovo,3.6,87,16,40.0,AMD Ryzen 3 Dual Core Processor,4,1 TB HDD,64 bit Windows 10 ,31490,36923,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/r/f/g/v15-ada-laptop-lenovo-original-imag7fh6fufy5cjp.jpeg?q=70
235,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
236,Lenovo,4.0,5,1,41.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,118990,153890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/n/v/16iah7-gaming-laptop-lenovo-original-imaghnqcfbznp7uf.jpeg?q=70
237,DELL,4.253596614950631,2841,241,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,105990,120056,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/5/c/u/g15-5525-gaming-laptop-dell-original-imagf4haezyhzwva.jpeg?q=70
238,ASUS,4.5,648,92,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,45990,62990,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
239,Lenovo,4.3,252,29,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,60990,93690,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
240,Lenovo,4.0,5,1,41.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,118990,153890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/n/v/16iah7-gaming-laptop-lenovo-original-imaghnqcfbznp7uf.jpeg?q=70
241,DELL,4.253596614950631,2841,241,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,105990,120056,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/5/c/u/g15-5525-gaming-laptop-dell-original-imagf4haezyhzwva.jpeg?q=70
242,ASUS,4.253596614950631,2841,241,40.0,AMD Ryzen 9 Octa Core Processor,16,1 TB SSD,Windows 11 ,211990,254990,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/e/u/f/ga503rm-hq030ws-gaming-laptop-asus-original-imagfyjedtcx2vfw.jpeg?q=70
243,Lenovo,4.3,115,6,40.0,Intel Core i3 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,39490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
244,Lenovo,4.5,425,50,40.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,80990,113290,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
245,DELL,4.3,45,4,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,60290,83035,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
246,MSI,4.4,46,8,40.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,108900,156990,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/p/i/1/crosshair-15-b12uez-gaming-laptop-msi-original-imageymuhhs7djjf.jpeg?q=70
247,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
248,ASUS,4.253596614950631,2841,241,34.0,AMD Ryzen 7 Octa Core Processor,32,1 TB SSD,64 bit Windows 11 ,284990,341990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/m/p/-original-imaggkgybazqhjhp.jpeg?q=70
249,ASUS,4.5,1361,186,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,74990,92990,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/h/a/y/-original-image333r3phuvgr.jpeg?q=70
250,HP,4.253596614950631,2841,241,41.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,170399,201973,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/s/s/16-k0370tx-gaming-laptop-hp-original-imagg4e9pxdar8cg.jpeg?q=70
251,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
252,ASUS,4.1,57,14,36.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,Windows 11 ,84990,116990,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/b/z/y/-original-image333eqafzgkn.jpeg?q=70
253,ASUS,4.3,3694,319,40.0,Intel Core i5 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,50490,72990,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
254,DELL,4.253596614950631,2841,241,40.0,Intel Core i7 Processor (12th Gen),32,1 TB SSD,64 bit Windows 11 ,280490,365284,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/w/c/alienware-x15-r2-gaming-laptop-dell-original-imagjh6q9spzzxmu.jpeg?q=70
255,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
256,ASUS,4.3,574,55,40.0,Intel Core i5 Processor (10th Gen),8,512 GB SSD,64 bit Windows 11 ,45990,64990,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
257,DELL,4.2,67,6,36.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,56990,73600,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
258,HP,4.2,123,16,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 10 ,63990,74839,https://rukminim1.flixcart.com/image/312/312/ktketu80/computer/y/f/g/14-ec0007ax-thin-and-light-laptop-hp-original-imag6w28yf6vbvpy.jpeg?q=70
259,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
260,DELL,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,63890,91292,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
261,DELL,4.1,115,11,40.0,"Processor: 10th Generation Intel Core i3-1005G1 Processor (4MB Cache, up to 3.4 GHz)",8,Graphics:Intel UHD Graphics with shared graphics memory,Display:14.0-inch FHD (1920 x 1080) Anti-glare LED Backlight Narrow Border WVA Display,42990,49826,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70
262,realme,4.4,7358,982,40.0,Powered by 11th Gen Intel Evo Core i5 Processor,8,Intel Core i5 Processor (11th Gen),Stylish Thin and Light Laptop without Optical Disk Drive,55490,69999,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70
263,Lenovo,4.3,252,29,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,60990,93690,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
264,acer,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,Windows 11 ,57990,74999,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/p/h/a515-57-thin-and-light-laptop-acer-original-imagkfjvv6cdzvze.jpeg?q=70
265,MSI,4.253596614950631,2841,241,40.0,Intel Core i7 Processor (13th Gen),16,512 GB SSD,Windows 11 ,77990,87990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/y/7/-original-imagnqmwwaznaz5e.jpeg?q=70
266,HP,4.2,10,2,34.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,Windows 11 ,113990,132870,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/k/z/x360-bf0058tu-thin-and-light-laptop-hp-original-imagh4ypj3ujgska.jpeg?q=70
267,Lenovo,4.3,115,6,40.0,Intel Core i3 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,39490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
268,APPLE,5.0,11,2,35.0,Apple M2 Processor,8,512 GB SSD,Mac OS ,149990,76890,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/p/p/o/macbook-air-thin-and-light-laptop-apple-original-imagfdfpnjjpdhq2.jpeg?q=70
269,DELL,4.1,340,32,40.0,Processor: Intel PQC-N5030 (1.10 GHz up to 3.10 GHz),8,Software: Win 11 + Office H&S 2021,"Display: 15.6"" HD AG Narrow Border",32000,44319,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/3/w/s/inspiron-3521-notebook-dell-original-imagcyrhxaybghra.jpeg?q=70
270,MSI,4.5,757,106,40.0,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",8,64 bit Windows 10 Operating System,16 GB DDR4 RAM,88999,145990,https://rukminim1.flixcart.com/image/312/312/kmxsakw0/computer/f/g/t/na-laptop-msi-original-imagfq9cthg4wxwh.jpeg?q=70
271,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
272,ASUS,4.7,20,1,44.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,88990,131990,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/q/d/n/-original-imagetjymucqggdq.jpeg?q=70
273,DELL,4.253596614950631,2841,241,36.0,AMD Ryzen 3 Quad Core Processor,8,256 GB SSD,64 bit Windows 11 ,37880,50826,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/j/s/vostro-3425-thin-and-light-laptop-dell-original-imagjhbg6gyyc5j8.jpeg?q=70
274,DELL,4.253596614950631,2841,241,41.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,88490,114382,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/h/5/inspiron-7620-thin-and-light-laptop-dell-original-imagkz94qneret6g.jpeg?q=70
275,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
276,APPLE,4.7,9278,829,34.0,Apple M1 Processor,8,256 GB SSD,Mac OS ,94990,99900,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/f/y/t/apple-original-imafxfyqydgvrkzv.jpeg?q=70
277,DELL,4.1,506,48,40.0,Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores,8,"Display: 15.6"" FHD WVA AG Narrow Border",Graphics & Keyboard: Integrated & Standard Keyboard,42490,61202,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/q/s/w/inspiron-3511-laptop-dell-original-imagfycrbnpu2nbh.jpeg?q=70
278,Lenovo,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 10 ,61290,89990,https://rukminim1.flixcart.com/image/312/312/kv8fbm80/computer/p/t/6/ideapad-slim-5i-thin-and-light-laptop-lenovo-original-imag86n3qmesbkpj.jpeg?q=70
279,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
280,HP,4.7,14,4,34.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,85490,99147,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/5/u/x360-bf0121tu-thin-and-light-laptop-hp-original-imaghqcrw4zxhhcc.jpeg?q=70
281,HP,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,8,512 GB SSD,64 bit Windows 11 ,74990,92395,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
282,Lenovo,4.253596614950631,2841,241,40.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,Windows 11 ,139490,195890,https://rukminim1.flixcart.com/image/312/312/kggviq80/computer/x/6/g/lenovo-original-imafwpajqjvfhrea.jpeg?q=70
283,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
284,MSI,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,92990,114990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/e/o/thin-gf63-12ve-071in-gaming-laptop-msi-original-imagmmhgbt9xtnvx.jpeg?q=70
285,HP,4.253596614950631,2841,241,40.0,Intel Core i7 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,82990,103483,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
286,APPLE,4.253596614950631,2841,241,41.0,Apple M2 Max Processor,32,1 TB SSD,Mac OS ,349900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/w/g/mnwa3hn-a-laptop-apple-original-imagmfhehcvgub84.jpeg?q=70
287,Lenovo,3.0,4,0,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,53500,81000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
288,Lenovo,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,16,1 TB SSD,Windows 11 ,159990,218290,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/a/m/16arh7h-gaming-laptop-lenovo-original-imagmg7xdxhcyrcy.jpeg?q=70
289,DELL,4.3,22,3,40.0,NVIDIA GeForce RTX 2070,8,Game shift key for Turbo boost of power,4-zone RGB keyboard with WASD and chassis lighting,149999,227250,https://rukminim1.flixcart.com/image/312/312/kf4ajrk0/computer/q/8/5/dell-na-gaming-laptop-original-imafvn3yewuackzs.jpeg?q=70
290,DELL,3.8,30,1,97.0,AMD Ryzen 3 Dual Core Processor,8,512 GB SSD,64 bit Windows 11 ,38490,53774,https://rukminim1.flixcart.com/image/312/312/l0bbonk0/computer/e/h/g/inspiron-3515-thin-and-light-laptop-dell-original-imagc4khfybjef5s.jpeg?q=70
291,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
292,DELL,3.7,19,3,97.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,69490,101448,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/f/x/-original-imaghzahmt9zphps.jpeg?q=70
293,APPLE,4.253596614950631,2841,241,41.0,Apple M2 Pro Processor,16,512 GB SSD,Mac OS ,239990,249900,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/w/g/mnwa3hn-a-laptop-apple-original-imagmfhehcvgub84.jpeg?q=70
294,APPLE,4.8,52,5,35.0,Apple M2 Processor,8,256 GB SSD,Mac OS ,119990,76890,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/p/p/o/macbook-air-thin-and-light-laptop-apple-original-imagfdfpnjjpdhq2.jpeg?q=70
295,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
296,ASUS,4.253596614950631,2841,241,41.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,Windows 11 ,59990,74990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/n/c/-original-imagnzg2znukp3nn.jpeg?q=70
297,DELL,4.3,13,2,40.0,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,8,"Display: 14.0"" FHD+ WVA Truelife Touch Narrow Border 250 nits, Dell Active Pen",Graphics & Keyboard: Integrated & Backlit Keyboard + Fingerprint Reader,80990,105066,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/j/b/-original-imaghzahqvua2bgp.jpeg?q=70
298,DELL,4.5,52,9,40.0,NVIDIA GEFORCE RTX 3050,8,Game shift key for Turbo boost of power,Improved thermal design with copper pipes & vents,74890,108000,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70
